planner,env_seed,run,seed,obstacle_seed,resample_attempt,termination_mode,time_limit_per_leg,success,solve_time_s,simplify_time_s,total_time_s,total_length_se3,total_length_xyz
RRTstar,2,10,222345,2000000,0,first_solution,1.000,1,5.001385,0.002375,5.003760,27.480384,24.213524
BITstar,2,10,222345,2000000,0,first_solution,1.000,1,3.000344,0.000555,3.000899,28.548989,24.231143
RRTConnect,2,11,223345,2000000,0,first_solution,1.000,1,0.002508,0.000790,0.003297,37.194954,31.207335
PRMstar,2,11,223345,2000000,0,first_solution,1.000,1,5.007336,0.000672,5.008008,28.553593,24.138597
RRTstar,2,11,223345,2000000,0,first_solution,1.000,1,5.001354,0.000448,5.001802,26.970674,24.535560
BITstar,2,11,223345,2000000,0,first_solution,1.000,1,3.046004,0.000456,3.046460,26.798500,24.672614
RRTConnect,2,12,224345,2000000,0,first_solution,1.000,1,0.001646,0.001106,0.002753,42.076206,32.119591
PRMstar,2,12,224345,2000000,0,first_solution,1.000,1,5.004770,0.000506,5.005276,27.329230,24.573477
RRTstar,2,12,224345,2000000,0,first_solution,1.000,1,5.001473,0.000476,5.001949,27.081735,24.304391
BITstar,2,12,224345,2000000,0,first_solution,1.000,1,3.078939,0.000617,3.079556,28.861088,24.244111
RRTConnect,2,13,225345,2000000,0,first_solution,1.000,1,0.001091,0.000969,0.002060,33.393211,26.072091
PRMstar,2,13,225345,2000000,0,first_solution,1.000,1,5.007869,0.000597,5.008467,28.810495,24.455511
RRTstar,2,13,225345,2000000,0,first_solution,1.000,1,5.001830,0.000456,5.002285,25.787898,24.458228
BITstar,2,13,225345,2000000,0,first_solution,1.000,1,3.038344,0.000555,3.038899,27.820368,24.471697
RRTConnect,2,14,226345,2000000,0,first_solution,1.000,1,0.000532,0.000883,0.001416,32.486773,25.293071
PRMstar,2,14,226345,2000000,0,first_solution,1.000,1,5.007645,0.000719,5.008364,29.203800,24.224029
RRTstar,2,14,226345,2000000,0,first_solution,1.000,1,5.001618,0.000565,5.002182,28.249759,24.534021
BITstar,2,14,226345,2000000,0,first_solution,1.000,1,3.015798,0.000633,3.016431,29.564511,24.226013
RRTConnect,2,15,227345,2000000,0,first_solution,1.000,1,0.001091,0.000695,0.001787,32.091929,27.189936
PRMstar,2,15,227345,2000000,0,first_solution,1.000,1,5.006841,0.009404,5.016246,27.503747,25.052178
RRTstar,2,15,227345,2000000,0,first_solution,1.000,1,5.001023,0.000580,5.001603,28.022654,24.392423
BITstar,2,15,227345,2000000,0,first_solution,1.000,1,3.018591,0.009215,3.027806,26.997935,24.430580
RRTConnect,2,16,228345,2000000,0,first_solution,1.000,1,0.001013,0.000978,0.001991,40.795405,31.649715
PRMstar,2,16,228345,2000000,0,first_solution,1.000,1,5.006932,0.000557,5.007488,27.992259,24.298288
RRTstar,2,16,228345,2000000,0,first_solution,1.000,1,5.001768,0.000474,5.002242,26.411574,24.413865
BITstar,2,16,228345,2000000,0,first_solution,1.000,1,3.145059,0.000509,3.145568,26.565492,24.322123
RRTConnect,2,17,229345,2000000,0,first_solution,1.000,1,0.000922,0.000911,0.001833,33.060598,25.826278
PRMstar,2,17,229345,2000000,0,first_solution,1.000,1,5.007320,0.000525,5.007845,29.591287,25.331992
RRTstar,2,17,229345,2000000,0,first_solution,1.000,1,5.001697,0.000359,5.002056,27.555749,24.750506
BITstar,2,17,229345,2000000,0,first_solution,1.000,1,3.062021,0.000526,3.062548,27.246973,24.374116
RRTConnect,2,18,230345,2000000,0,first_solution,1.000,1,0.002301,0.001170,0.003471,38.012894,31.162861
PRMstar,2,18,230345,2000000,0,first_solution,1.000,1,5.007664,0.000503,5.008167,27.315002,24.337653
RRTstar,2,18,230345,2000000,0,first_solution,1.000,1,5.002100,0.000552,5.002652,27.223022,24.277907
BITstar,2,18,230345,2000000,0,first_solution,1.000,1,3.044990,0.000605,3.045595,27.318787,24.345922
RRTConnect,2,19,231345,2000000,0,first_solution,1.000,1,0.002686,0.000945,0.003631,32.550238,26.490694
PRMstar,2,19,231345,2000000,0,first_solution,1.000,1,5.006862,0.000376,5.007238,27.808879,24.501545
RRTstar,2,19,231345,2000000,0,first_solution,1.000,1,5.009471,0.000617,5.010088,28.798484,24.075346
BITstar,2,19,231345,2000000,0,first_solution,1.000,1,3.003668,0.000459,3.004128,27.575099,24.486853
RRTConnect,3,0,312345,3000000,0,first_solution,1.000,1,0.003079,0.000680,0.003759,37.428691,33.124342
PRMstar,3,0,312345,3000000,0,first_solution,1.000,1,5.007061,0.000185,5.007246,25.968517,24.995719
RRTstar,3,0,312345,3000000,0,first_solution,1.000,1,5.001416,0.000271,5.001687,25.533043,24.955896
BITstar,3,0,312345,3000000,0,first_solution,1.000,1,1.033177,0.000166,1.033343,25.954200,24.981283
RRTConnect,3,1,313345,3000000,0,first_solution,1.000,1,0.001433,0.000633,0.002066,27.474806,24.667472
PRMstar,3,1,313345,3000000,0,first_solution,1.000,1,5.007811,0.000188,5.007999,26.420461,24.766313
RRTstar,3,1,313345,3000000,0,first_solution,1.000,1,5.002070,0.000432,5.002502,25.782260,24.901970
BITstar,3,1,313345,3000000,0,first_solution,1.000,1,1.000276,0.000191,1.000467,26.295657,24.671751
RRTConnect,3,2,314345,3000000,0,first_solution,1.000,1,0.008468,0.000869,0.009336,28.145344,25.630545
PRMstar,3,2,314345,3000000,0,first_solution,1.000,1,5.007463,0.000165,5.007629,26.479237,25.057646
RRTstar,3,2,314345,3000000,0,first_solution,1.000,1,5.001348,0.000361,5.001709,26.880754,25.523440
BITstar,3,2,314345,3000000,0,first_solution,1.000,1,1.000246,0.000218,1.000464,26.099732,24.651725
RRTConnect,3,3,315345,3000000,0,first_solution,1.000,1,0.004542,0.000764,0.005306,28.075260,24.915011
PRMstar,3,3,315345,3000000,0,first_solution,1.000,1,5.005953,0.000241,5.006194,26.762877,24.495254
RRTstar,3,3,315345,3000000,0,first_solution,1.000,1,5.001262,0.000298,5.001560,25.955200,25.154565
BITstar,3,3,315345,3000000,0,first_solution,1.000,1,1.000305,0.000237,1.000542,26.204086,24.904918
RRTConnect,3,4,316345,3000000,0,first_solution,1.000,1,0.001137,0.000676,0.001813,26.899992,24.760114
PRMstar,3,4,316345,3000000,0,first_solution,1.000,1,5.007283,0.000188,5.007471,26.574317,25.533634
RRTstar,3,4,316345,3000000,0,first_solution,1.000,1,5.001889,0.000325,5.002214,25.663176,24.925823
BITstar,3,4,316345,3000000,0,first_solution,1.000,1,1.025020,0.000170,1.025190,25.758232,24.875130
RRTConnect,3,5,317345,3000000,0,first_solution,1.000,1,0.002334,0.000720,0.003055,28.159725,25.023947
PRMstar,3,5,317345,3000000,0,first_solution,1.000,1,5.007805,0.000207,5.008012,26.299067,24.633218
RRTstar,3,5,317345,3000000,0,first_solution,1.000,1,5.002349,0.000415,5.002764,26.686602,24.963675
BITstar,3,5,317345,3000000,0,first_solution,1.000,1,1.000270,0.000254,1.000524,26.138708,24.706692
RRTConnect,3,6,318345,3000000,0,first_solution,1.000,1,0.000629,0.000795,0.001424,36.181288,32.258490
PRMstar,3,6,318345,3000000,0,first_solution,1.000,1,5.007569,0.000228,5.007797,25.831780,24.730519
RRTstar,3,6,318345,3000000,0,first_solution,1.000,1,5.001108,0.000408,5.001516,26.630106,24.888669
BITstar,3,6,318345,3000000,0,first_solution,1.000,1,1.008636,0.000207,1.008843,26.164217,24.668073
RRTConnect,3,7,319345,3000000,0,first_solution,1.000,1,0.002441,0.000656,0.003097,28.535387,25.199954
PRMstar,3,7,319345,3000000,0,first_solution,1.000,1,5.007731,0.000167,5.007898,26.204438,25.076521
RRTstar,3,7,319345,3000000,0,first_solution,1.000,1,5.001578,0.000392,5.001970,25.811445,24.864554
BITstar,3,7,319345,3000000,0,first_solution,1.000,1,1.000287,0.000178,1.000465,25.943476,24.851806
RRTConnect,3,8,320345,3000000,0,first_solution,1.000,1,0.011300,0.000884,0.012184,38.559914,32.880386
PRMstar,3,8,320345,3000000,0,first_solution,1.000,1,5.007109,0.000302,5.007412,25.868517,24.233591
RRTstar,3,8,320345,3000000,0,first_solution,1.000,1,5.001786,0.000361,5.002147,25.809644,24.854542
BITstar,3,8,320345,3000000,0,first_solution,1.000,1,1.000256,0.000238,1.000493,26.856772,24.830860
RRTConnect,3,9,321345,3000000,0,first_solution,1.000,1,0.002210,0.000703,0.002913,28.516542,25.152212
PRMstar,3,9,321345,3000000,0,first_solution,1.000,1,5.006497,0.000171,5.006667,25.946834,25.005392
RRTstar,3,9,321345,3000000,0,first_solution,1.000,1,5.001108,0.000266,5.001374,25.697253,24.842504
BITstar,3,9,321345,3000000,0,first_solution,1.000,1,1.000275,0.000200,1.000475,26.371911,24.955355
RRTConnect,3,10,322345,3000000,0,first_solution,1.000,1,0.002910,0.000753,0.003662,35.544978,33.514363
PRMstar,3,10,322345,3000000,0,first_solution,1.000,1,5.007430,0.000193,5.007623,25.782140,24.654421
RRTstar,3,10,322345,3000000,0,first_solution,1.000,1,5.001317,0.000271,5.001588,25.470886,24.814536
BITstar,3,10,322345,3000000,0,first_solution,1.000,1,1.000230,0.000233,1.000464,27.802223,25.140160
RRTConnect,3,11,323345,3000000,0,first_solution,1.000,1,0.006662,0.000703,0.007364,35.729729,33.143751
PRMstar,3,11,323345,3000000,0,first_solution,1.000,1,5.007176,0.000211,5.007387,26.631985,24.871455
RRTstar,3,11,323345,3000000,0,first_solution,1.000,1,5.001620,0.000348,5.001968,26.079293,24.752047
BITstar,3,11,323345,3000000,0,first_solution,1.000,1,1.000243,0.000202,1.000445,26.701157,24.898212
RRTConnect,3,12,324345,3000000,0,first_solution,1.000,1,0.001447,0.000548,0.001995,28.312800,25.255302
PRMstar,3,12,324345,3000000,0,first_solution,1.000,1,5.007291,0.000225,5.007516,25.874678,24.829571
RRTstar,3,12,324345,3000000,0,first_solution,1.000,1,5.001320,0.000460,5.001780,26.459059,24.867569
BITstar,3,12,324345,3000000,0,first_solution,1.000,1,1.000246,0.000172,1.000418,25.975498,25.017731
RRTConnect,3,13,325345,3000000,0,first_solution,1.000,1,0.005168,0.000992,0.006160,37.991877,32.794610
PRMstar,3,13,325345,3000000,0,first_solution,1.000,1,5.007213,0.000226,5.007439,27.203523,24.887041
RRTstar,3,13,325345,3000000,0,first_solution,1.000,1,5.001270,0.000400,5.001671,26.638249,24.948983
BITstar,3,13,325345,3000000,0,first_solution,1.000,1,1.000266,0.000203,1.000469,27.211363,24.958684
RRTConnect,3,14,326345,3000000,0,first_solution,1.000,1,0.001289,0.000762,0.002051,37.267547,32.312274
PRMstar,3,14,326345,3000000,0,first_solution,1.000,1,5.007367,0.000237,5.007604,26.992131,24.430467
RRTstar,3,14,326345,3000000,0,first_solution,1.000,1,5.001929,0.000326,5.002255,25.812652,24.698107
BITstar,3,14,326345,3000000,0,first_solution,1.000,1,1.047413,0.000255,1.047668,26.617785,24.398501
RRTConnect,3,15,327345,3000000,0,first_solution,1.000,1,0.000766,0.000727,0.001493,28.213747,25.576510
PRMstar,3,15,327345,3000000,0,first_solution,1.000,1,5.008212,0.000187,5.008399,25.451054,24.669148
RRTstar,3,15,327345,3000000,0,first_solution,1.000,1,5.001377,0.000377,5.001754,26.217227,24.868384
BITstar,3,15,327345,3000000,0,first_solution,1.000,1,1.086883,0.000266,1.087149,26.026271,24.631073
RRTConnect,3,16,328345,3000000,0,first_solution,1.000,1,0.003643,0.000718,0.004361,29.311961,25.217345
PRMstar,3,16,328345,3000000,0,first_solution,1.000,1,5.007956,0.000239,5.008195,26.391189,24.529394
RRTstar,3,16,328345,3000000,0,first_solution,1.000,1,5.002015,0.000398,5.002413,25.787201,24.861776
BITstar,3,16,328345,3000000,0,first_solution,1.000,1,1.000251,0.000236,1.000488,26.368985,24.848657
RRTConnect,3,17,329345,3000000,0,first_solution,1.000,1,0.002383,0.000742,0.003126,37.136005,33.203443
PRMstar,3,17,329345,3000000,0,first_solution,1.000,1,5.007567,0.000248,5.007815,26.863901,24.368858
RRTstar,3,17,329345,3000000,0,first_solution,1.000,1,5.001231,0.000375,5.001606,26.643537,25.022979
BITstar,3,17,329345,3000000,0,first_solution,1.000,1,1.000259,0.000252,1.000511,28.418614,24.953077
RRTConnect,3,18,330345,3000000,0,first_solution,1.000,1,0.001307,0.000823,0.002130,38.755810,33.057154
PRMstar,3,18,330345,3000000,0,first_solution,1.000,1,5.006275,0.000195,5.006470,26.828141,25.122117
RRTstar,3,18,330345,3000000,0,first_solution,1.000,1,5.001381,0.000265,5.001646,25.778648,24.932567
BITstar,3,18,330345,3000000,0,first_solution,1.000,1,1.000240,0.000190,1.000430,26.433895,25.152319
RRTConnect,3,19,331345,3000000,0,first_solution,1.000,1,0.005552,0.000941,0.006493,39.996580,34.461765
PRMstar,3,19,331345,3000000,0,first_solution,1.000,1,5.005138,0.000160,5.005297,25.157401,24.243678
RRTstar,3,19,331345,3000000,0,first_solution,1.000,1,5.001160,0.000758,5.001918,26.139317,25.234895
BITstar,3,19,331345,3000000,0,first_solution,1.000,1,1.000270,0.000245,1.000514,27.144300,24.726882
RRTConnect,4,0,412345,4000000,0,first_solution,1.000,1,0.001290,0.000720,0.002010,36.491449,31.895268
PRMstar,4,0,412345,4000000,0,first_solution,1.000,1,5.007812,0.000377,5.008188,27.814381,25.161551
RRTstar,4,0,412345,4000000,0,first_solution,1.000,1,5.001989,0.000434,5.002424,28.331515,25.283423
BITstar,4,0,412345,4000000,0,first_solution,1.000,1,2.043771,0.000412,2.044183,35.530459,31.670551
RRTConnect,4,1,413345,4000000,0,first_solution,1.000,1,0.001890,0.000843,0.002733,39.245469,32.401628
PRMstar,4,1,413345,4000000,0,first_solution,1.000,1,5.007900,0.000412,5.008312,29.640955,25.412897
RRTstar,4,1,413345,4000000,0,first_solution,1.000,1,5.001464,0.000452,5.001916,34.139124,32.008529
BITstar,4,1,413345,4000000,0,first_solution,1.000,1,2.000386,0.000416,2.000802,35.454175,31.575288
RRTConnect,4,2,414345,4000000,0,first_solution,1.000,1,0.000572,0.000539,0.001111,34.984681,32.064032
PRMstar,4,2,414345,4000000,0,first_solution,1.000,1,5.007978,0.000458,5.008437,29.314110,25.103276
RRTstar,4,2,414345,4000000,0,first_solution,1.000,1,5.001394,0.000443,5.001837,28.239165,25.232090
BITstar,4,2,414345,4000000,0,first_solution,1.000,1,2.000332,0.000534,2.000866,37.528435,31.896855
RRTConnect,4,3,415345,4000000,0,first_solution,1.000,1,0.000435,0.000939,0.001374,38.288838,31.892581
PRMstar,4,3,415345,4000000,0,first_solution,1.000,1,5.010463,0.000358,5.010820,35.122182,31.831308
RRTstar,4,3,415345,4000000,0,first_solution,1.000,1,5.001045,0.000500,5.001545,34.743172,31.544563
BITstar,4,3,415345,4000000,0,first_solution,1.000,1,2.088744,0.000502,2.089245,36.280103,31.295772
RRTConnect,4,4,416345,4000000,0,first_solution,1.000,1,0.000955,0.000661,0.001616,35.935492,31.777545
PRMstar,4,4,416345,4000000,0,first_solution,1.000,1,5.007811,0.000472,5.008283,28.781631,25.211802
RRTstar,4,4,416345,4000000,0,first_solution,1.000,1,5.001234,0.000467,5.001700,27.818719,25.153701
BITstar,4,4,416345,4000000,0,first_solution,1.000,1,2.000305,0.000395,2.000701,34.617304,31.725288
RRTConnect,4,5,417345,4000000,0,first_solution,1.000,1,0.002982,0.000710,0.003692,36.804169,31.622634
PRMstar,4,5,417345,4000000,0,first_solution,1.000,1,5.005563,0.000328,5.005891,34.583738,32.284726
RRTstar,4,5,417345,4000000,0,first_solution,1.000,1,5.001966,0.000438,5.002404,33.927938,31.625319
BITstar,4,5,417345,4000000,0,first_solution,1.000,1,2.003257,0.000443,2.003699,35.194571,31.712622
RRTConnect,4,6,418345,4000000,0,first_solution,1.000,1,0.000804,0.000782,0.001586,37.320535,31.888334
PRMstar,4,6,418345,4000000,0,first_solution,1.000,1,5.006469,0.000438,5.006907,29.370249,25.179353
RRTstar,4,6,418345,4000000,0,first_solution,1.000,1,5.001859,0.000500,5.002358,26.781816,25.119132
BITstar,4,6,418345,4000000,0,first_solution,1.000,1,2.000330,0.002000,2.002330,28.870041,25.385922
RRTConnect,4,7,419345,4000000,0,first_solution,1.000,1,0.001549,0.000815,0.002365,36.166017,32.164366
PRMstar,4,7,419345,4000000,0,first_solution,1.000,1,5.007519,0.000469,5.007988,27.922125,25.139553
RRTstar,4,7,419345,4000000,0,first_solution,1.000,1,5.001538,0.000484,5.002022,27.120575,25.073490
BITstar,4,7,419345,4000000,0,first_solution,1.000,1,2.015708,0.000419,2.016126,34.547835,31.512569
RRTConnect,4,8,420345,4000000,0,first_solution,1.000,1,0.001553,0.000817,0.002370,36.207214,31.671287
PRMstar,4,8,420345,4000000,0,first_solution,1.000,1,5.006944,0.000489,5.007433,36.238674,31.793480
RRTstar,4,8,420345,4000000,0,first_solution,1.000,1,5.001097,0.000443,5.001540,27.211691,25.112609
BITstar,4,8,420345,4000000,0,first_solution,1.000,1,2.000348,0.000442,2.000790,35.102799,31.606008
RRTConnect,4,9,421345,4000000,0,first_solution,1.000,1,0.000497,0.000547,0.001045,36.438051,32.096111
PRMstar,4,9,421345,4000000,0,first_solution,1.000,1,5.007387,0.000436,5.007823,30.699776,25.786775
RRTstar,4,9,421345,4000000,0,first_solution,1.000,1,5.001327,0.000504,5.001831,28.001319,25.261649
BITstar,4,9,421345,4000000,0,first_solution,1.000,1,2.000319,0.000442,2.000761,36.259206,31.795854
RRTConnect,4,10,422345,4000000,0,first_solution,1.000,1,0.001402,0.000564,0.001966,35.609767,31.731361
PRMstar,4,10,422345,4000000,0,first_solution,1.000,1,5.008049,0.000449,5.008498,28.892676,25.133935
RRTstar,4,10,422345,4000000,0,first_solution,1.000,1,5.001997,0.000452,5.002449,28.156192,25.095993
BITstar,4,10,422345,4000000,0,first_solution,1.000,1,2.023584,0.000423,2.024007,28.913232,25.024112
RRTConnect,4,11,423345,4000000,0,first_solution,1.000,1,0.000765,0.000625,0.001390,36.248730,31.839848
PRMstar,4,11,423345,4000000,0,first_solution,1.000,1,5.008527,0.000412,5.008939,28.935487,25.202049
RRTstar,4,11,423345,4000000,0,first_solution,1.000,1,5.001273,0.000616,5.001889,28.809425,25.125137
BITstar,4,11,423345,4000000,0,first_solution,1.000,1,2.110879,0.000479,2.111358,29.944717,25.929412
RRTConnect,4,12,424345,4000000,0,first_solution,1.000,1,0.001223,0.000708,0.001931,36.257851,31.928652
PRMstar,4,12,424345,4000000,0,first_solution,1.000,1,5.008706,0.000451,5.009157,36.236335,31.922105
RRTstar,4,12,424345,4000000,0,first_solution,1.000,1,5.001532,0.000473,5.002004,27.738507,25.161053
BITstar,4,12,424345,4000000,0,first_solution,1.000,1,2.005520,0.000404,2.005923,35.022232,31.873783
RRTConnect,4,13,425345,4000000,0,first_solution,1.000,1,0.000636,0.000788,0.001424,35.291721,31.776950
PRMstar,4,13,425345,4000000,0,first_solution,1.000,1,5.007789,0.000425,5.008213,29.064156,25.426244
RRTstar,4,13,425345,4000000,0,first_solution,1.000,1,5.001819,0.000395,5.002214,33.054091,31.716573
BITstar,4,13,425345,4000000,0,first_solution,1.000,1,2.029215,0.000342,2.029557,28.676061,25.542897
RRTConnect,4,14,426345,4000000,0,first_solution,1.000,1,0.000712,0.000660,0.001372,37.628894,31.906659
PRMstar,4,14,426345,4000000,0,first_solution,1.000,1,5.005588,0.000348,5.005936,28.437837,25.184126
RRTstar,4,14,426345,4000000,0,first_solution,1.000,1,5.001489,0.000430,5.001919,27.638021,25.301118
BITstar,4,14,426345,4000000,0,first_solution,1.000,1,2.004703,0.000375,2.005077,35.161945,31.699974
RRTConnect,4,15,427345,4000000,0,first_solution,1.000,1,0.001528,0.000735,0.002263,37.164460,31.667446
PRMstar,4,15,427345,4000000,0,first_solution,1.000,1,5.007376,0.000532,5.007908,30.693014,25.425586
RRTstar,4,15,427345,4000000,0,first_solution,1.000,1,5.001525,0.000547,5.002072,34.575473,31.411253
BITstar,4,15,427345,4000000,0,first_solution,1.000,1,2.012987,0.000425,2.013412,36.513542,32.213052
RRTConnect,4,16,428345,4000000,0,first_solution,1.000,1,0.000516,0.000641,0.001157,36.295626,32.149814
PRMstar,4,16,428345,4000000,0,first_solution,1.000,1,5.007551,0.000471,5.008022,29.752584,25.130759
RRTstar,4,16,428345,4000000,0,first_solution,1.000,1,5.001302,0.000478,5.001780,29.477778,25.183057
BITstar,4,16,428345,4000000,0,first_solution,1.000,1,2.000318,0.000413,2.000731,28.709709,25.460965
RRTConnect,4,17,429345,4000000,0,first_solution,1.000,1,0.001536,0.000791,0.002327,38.006346,32.258749
PRMstar,4,17,429345,4000000,0,first_solution,1.000,1,5.014002,0.000505,5.014507,34.594276,31.722374
RRTstar,4,17,429345,4000000,0,first_solution,1.000,1,5.001413,0.000363,5.001775,27.824838,25.354655
BITstar,4,17,429345,4000000,0,first_solution,1.000,1,2.049151,0.000495,2.049646,37.651097,31.903271
RRTConnect,4,18,430345,4000000,0,first_solution,1.000,1,0.001684,0.000714,0.002398,35.910629,32.017395
PRMstar,4,18,430345,4000000,0,first_solution,1.000,1,5.007570,0.000388,5.007958,29.175673,25.074236
RRTstar,4,18,430345,4000000,0,first_solution,1.000,1,5.001987,0.000570,5.002556,28.567446,25.266933
BITstar,4,18,430345,4000000,0,first_solution,1.000,1,2.015411,0.000412,2.015823,34.666242,31.717901
RRTConnect,4,19,431345,4000000,0,first_solution,1.000,1,0.000785,0.000899,0.001684,37.443869,32.299711
PRMstar,4,19,431345,4000000,0,first_solution,1.000,1,5.007756,0.000288,5.008043,35.794084,32.472493
RRTstar,4,19,431345,4000000,0,first_solution,1.000,1,5.001397,0.000514,5.001910,33.489059,31.576956
BITstar,4,19,431345,4000000,0,first_solution,1.000,1,2.000318,0.000498,2.000816,36.716791,31.556282
